6,50.6,9.0
11,47.6,9.0
17,46.7,9.0
23,48.5,9.0
28,47.8,9.0
34,48.8,0.0
39,41.3,0.0
44,36.6,0.0
50,32.2,0.0
55,29.2,0.0
60,26.8,0.0
66,24.7,0.0
71,22.6,0.0
76,21.1,0.0
81,19.8,0.0
86,18.7,0.0
91,17.7,0.0
96,16.7,0.0
102,15.9,0.0
107,16.9,8.5
113,18.3,8.5
119,19.8,8.5
125,20.9,8.5
131,22.1,8.5
136,22.9,8.5
142,23.8,8.5
148,24.0,0.0
153,23.1,0.0
158,22.4,0.0
164,21.7,0.0
169,20.9,0.0
175,20.2,0.0
180,19.6,0.0
185,19.1,0.0
190,18.6,0.0
195,18.1,0.0
200,17.7,0.0
206,17.2,0.0
211,16.7,0.0
217,16.4,5.7
223,17.2,6.8
229,17.8,6.8
234,18.6,6.8
240,19.2,6.8
246,19.8,6.8
252,19.8,0.0
257,19.3,0.0
263,19.0,0.0
268,18.6,0.0
273,18.2,0.0
279,17.9,0.0
284,17.5,0.0
289,17.2,0.0
294,16.9,0.0
299,16.6,0.0
304,16.3,0.0
310,16.1,0.0
315,15.8,0.0
321,16.0,7.2
326,16.6,7.2
332,17.1,7.2
338,17.5,7.2
344,18.1,7.2
350,18.5,7.2
356,18.9,7.2
361,19.1,0.0
367,18.8,0.0
372,18.5,0.0
378,18.3,0.0
383,18.0,0.0
388,17.8,0.0
394,17.6,0.0
399,17.3,0.0
404,17.1,0.0
410,16.8,0.0
417,16.5,0.0
422,16.3,0.0
428,16.2,8.7
434,16.5,8.7
440,16.8,8.7
446,17.2,8.7
453,17.4,8.7
459,17.8,8.7
467,17.7,0.0
474,17.5,0.0
479,17.2,0.0
485,17.0,0.0
490,16.9,0.0
496,16.7,0.0
501,16.5,0.0
508,16.3,0.0
513,16.1,0.0
518,15.9,0.0
524,15.8,0.0
530,15.6,0.0
536,15.4,0.0
541,15.3,0.0
547,15.1,0.0
553,15.2,7.7
558,15.5,7.7
564,15.7,7.7
570,16.0,7.7
576,16.2,7.7
583,16.2,0.0
588,16.1,0.0
594,15.9,0.0
599,15.8,0.0
604,15.6,0.0
610,15.5,0.0
617,15.3,0.0
622,15.2,0.0
627,15.0,0.0
632,14.9,0.0
637,14.8,0.0
644,14.7,0.0
650,14.8,9.2
655,15.0,9.2
662,15.2,9.2
668,15.4,9.2
674,15.5,9.2
680,15.6,0.0
685,15.5,0.0
690,15.3,0.0
696,15.2,0.0
701,15.1,0.0
707,15.0,0.0
712,14.9,0.0
718,14.7,0.0
725,14.6,0.0
730,14.5,0.0
735,14.4,0.0
741,14.3,0.0
746,14.3,8.1
753,14.4,8.1
760,14.6,8.1
767,14.7,8.1
773,14.8,8.1
779,14.7,0.0
785,14.6,0.0
790,14.5,0.0
796,14.4,0.0
803,14.3,0.0
808,14.2,0.0
813,14.1,0.0
820,14.0,0.0
825,13.9,0.0
831,13.8,0.0
837,13.7,0.0
842,13.6,0.0
847,13.7,6.0
853,13.9,6.0
859,14.0,6.0
865,14.1,6.0
871,14.3,6.0
877,14.4,6.0
883,14.5,6.0
889,14.4,0.0
895,14.3,0.0
901,14.2,0.0
