0,0.0,0.0
5,0.0,0.0
11,0.0,0.0
17,0.0,0.0
22,0.0,0.0
28,0.0,0.0
34,0.0,0.0
39,0.0,0.0
44,0.0,0.0
50,0.0,0.0
55,0.0,0.0
60,0.0,0.0
66,0.0,0.0
71,0.0,0.0
76,0.0,0.0
81,0.0,0.0
87,0.0,0.0
92,0.0,0.0
97,0.0,0.0
103,0.0,0.0
108,0.0,0.0
114,0.0,0.0
119,0.0,0.0
126,0.0,0.0
131,0.0,0.0
137,0.0,0.0
143,0.0,0.0
149,0.0,0.0
155,0.0,0.0
160,0.0,0.0
165,0.0,0.0
171,0.0,0.0
176,0.0,0.0
181,0.0,0.0
186,0.0,0.0
191,0.0,0.0
196,0.0,0.0
202,0.0,0.0
208,0.0,0.0
213,0.0,0.0
219,0.0,0.0
224,0.0,0.0
229,0.0,0.0
235,0.0,0.0
241,0.0,0.0
247,0.0,0.0
253,0.0,0.0
259,0.0,0.0
265,0.0,0.0
270,0.0,0.0
275,0.0,0.0
280,0.0,0.0
285,0.0,0.0
290,0.0,0.0
296,0.0,0.0
302,0.0,0.0
307,0.0,0.0
312,0.0,0.0
318,0.0,0.0
324,0.0,0.0
329,0.0,0.0
334,0.0,0.0
340,0.0,0.0
345,0.0,0.0
351,0.0,0.0
358,0.0,0.0
363,0.0,0.0
369,0.0,0.0
375,0.0,0.0
381,0.0,0.0
386,0.0,0.0
391,0.0,0.0
397,0.0,0.0
402,0.0,0.0
407,0.0,0.0
412,0.0,0.0
417,0.0,0.0
422,0.0,0.0
427,0.0,0.0
433,0.0,0.0
439,0.0,0.0
444,0.0,0.0
450,0.0,0.0
455,0.0,0.0
461,0.0,0.0
466,0.0,0.0
472,0.0,0.0
478,0.0,0.0
484,0.0,0.0
490,0.0,0.0
496,0.0,0.0
501,0.0,0.0
506,0.0,0.0
511,0.0,0.0
516,0.0,0.0
522,0.0,0.0
527,0.0,0.0
532,0.0,0.0
539,0.0,0.0
545,0.0,0.0
550,0.0,0.0
556,0.0,0.0
561,0.0,0.0
567,0.0,0.0
572,0.0,0.0
578,0.0,0.0
584,0.0,0.0
590,0.0,0.0
596,0.0,0.0
601,0.0,0.0
607,0.0,0.0
612,0.0,0.0
617,0.0,0.0
623,0.0,0.0
628,0.0,0.0
633,0.0,0.0
639,0.0,0.0
644,0.0,0.0
651,0.0,0.0
660,0.0,0.0
666,0.0,0.0
671,0.0,0.0
677,0.0,0.0
683,0.0,0.0
689,0.0,0.0
695,0.0,0.0
700,0.0,0.0
707,0.0,0.0
712,0.0,0.0
717,0.0,0.0
722,0.0,0.0
728,0.0,0.0
733,0.0,0.0
738,0.0,0.0
744,0.0,0.0
749,0.0,0.0
754,0.0,0.0
760,0.0,0.0
766,0.0,0.0
771,0.0,0.0
777,0.0,0.0
782,0.0,0.0
788,0.0,0.0
794,0.0,0.0
800,0.0,0.0
806,0.0,0.0
812,0.0,0.0
817,0.0,0.0
823,0.0,0.0
829,0.0,0.0
834,0.0,0.0
839,0.0,0.0
844,0.0,0.0
849,0.0,0.0
855,0.0,0.0
861,0.0,0.0
866,0.0,0.0
872,0.0,0.0
878,0.0,0.0
883,0.0,0.0
889,0.0,0.0
895,0.0,0.0
