0,0.0,0.0
5,0.4,0.0
11,0.1,0.0
17,0.1,0.0
22,0.0,0.0
28,0.0,0.0
34,0.0,0.0
39,0.0,0.0
44,0.0,0.0
50,0.0,0.0
55,0.0,0.0
61,0.0,0.0
66,0.1,0.0
71,0.3,0.0
76,1.6,0.0
82,2.9,0.0
87,3.2,0.0
92,3.3,0.0
97,3.5,0.0
103,3.6,0.0
109,3.6,0.0
114,3.6,0.0
120,3.6,0.0
126,3.5,0.0
132,3.5,0.0
138,3.5,0.0
143,3.5,0.0
149,3.4,0.0
155,3.4,0.0
160,3.4,0.0
165,3.3,0.0
171,3.3,0.0
176,3.4,0.0
181,3.4,0.0
186,3.4,0.0
191,3.3,0.0
197,3.3,0.0
203,3.3,0.0
208,3.2,0.0
213,3.2,0.0
219,3.2,0.0
224,3.1,0.0
230,3.1,0.0
236,3.1,0.0
242,3.1,0.0
247,3.0,0.0
253,3.0,0.0
259,3.0,0.0
265,3.0,0.0
270,2.9,0.0
275,2.9,0.0
280,2.9,0.0
285,2.9,0.0
290,2.9,0.0
296,2.9,0.0
302,2.9,0.0
307,2.9,0.0
313,2.8,0.0
318,2.8,0.0
324,2.8,0.0
329,2.8,0.0
335,2.8,0.0
340,2.7,0.0
345,2.7,0.0
352,2.7,0.0
358,2.7,0.0
364,2.7,0.0
369,2.7,0.0
375,2.7,0.0
381,2.7,0.0
386,2.7,0.0
392,2.7,0.0
397,2.7,0.0
402,2.6,0.0
407,2.6,0.0
412,2.6,0.0
417,2.6,0.0
422,2.6,0.0
428,2.6,0.0
433,2.6,0.0
439,2.6,0.0
444,2.6,0.0
450,2.6,0.0
455,2.6,0.0
461,2.5,0.0
467,2.5,0.0
473,2.5,0.0
478,2.5,0.0
484,2.5,0.0
490,2.5,0.0
496,2.5,0.0
501,2.5,0.0
506,2.5,0.0
511,2.5,0.0
517,2.5,0.0
522,2.5,0.0
527,2.5,0.0
533,2.5,0.0
540,2.5,0.0
545,2.5,0.0
550,2.5,0.0
556,2.5,0.0
561,2.5,0.0
567,2.5,0.0
572,2.5,0.0
578,2.5,0.0
584,2.5,0.0
590,2.5,0.0
596,2.5,0.0
602,2.5,0.0
607,2.4,0.0
612,2.4,0.0
617,2.4,0.0
623,2.4,0.0
628,2.5,0.0
633,2.5,0.0
639,2.5,0.0
645,2.5,0.0
655,2.5,0.0
661,2.5,0.0
666,2.5,0.0
671,2.5,0.0
678,2.5,0.0
683,2.5,0.0
689,2.5,0.0
695,2.5,0.0
700,2.5,0.0
707,2.4,0.0
712,2.4,0.0
717,2.4,0.0
723,2.4,0.0
728,2.4,0.0
733,2.4,0.0
739,2.4,0.0
744,2.4,0.0
749,2.4,0.0
754,2.4,0.0
760,2.4,0.0
766,2.4,0.0
771,2.4,0.0
777,2.4,0.0
782,2.4,0.0
788,2.4,0.0
794,2.4,0.0
800,2.4,0.0
806,2.4,0.0
812,2.4,0.0
817,2.4,0.0
823,2.4,0.0
829,2.4,0.0
834,2.3,0.0
839,2.3,0.0
844,2.7,0.0
850,3.1,0.0
855,3.4,0.0
861,3.7,0.0
867,4.0,0.0
872,4.3,0.0
878,4.6,0.0
884,4.9,0.0
889,5.2,0.0
895,5.4,0.0
